0,-0,20,0,-0
0.02,-0,20,0,-0
0.04,-0,20,0,-0
0.06,-0,20,0,-0
0.08,-0,20,0,-0
0.1,-0,20,0,-0
0.12,-0,20,0,-0
0.14,-0,20,0,-0
0.16,-0,20,0,-0
0.18,-0,20,0,-0
0.2,-0,20,0,-0
0.22,-0,20,0,-0
0.24,-0,20,0,-0
0.26,-0,20,0,-0
0.28,-0,20,0,-0
0.3,-0,20,0,-0
0.32,-0,20,0,-0
0.34,-0,20,0,-0
0.36,-0,20,0,-0
0.38,-0,20,0,-0
0.4,-0,20,0,-0
0.42,-0,20,0,-0
0.44,-0,20,0,-0
0.46,-0,20,0,-0
0.48,-0,20,0,-0
0.5,-0,20,0,-0
0.52,-0,20,0,-0
0.54,-0,20,0,-0
0.56,-0,20,0,-0
0.58,-0,20,0,-0
0.6,-0,20,0,-0
0.62,-0,20,0,-0
0.64,-0,20,0,-0
0.66,-0,20,0,-0
0.68,-0,20,0,-0
0.7,-0,20,0,-0
0.72,-0,20,0,-0
0.74,-0,20,0,-0
0.76,-0,20,0,-0
0.78,-0,20,0,-0
0.8,-0,20,0,-0
0.82,-0,20,0,-0
0.84,-0,20,0,-0
0.86,-0,20,0,-0
0.88,-0,20,0,-0
0.9,-0,20,0,-0
0.92,-0,20,0,-0
0.94,-0,20,0,-0
0.96,-0,20,0,-0
0.98,-0,20,0,-0
1,-0,20,0,-0
1.02,0.0040431,20,0.00020797,-0.00020797
1.04,0.027821,20.001,0.00058377,-0.00058377
1.06,0.074079,20.002,0.0010643,-0.0010643
1.08,0.14145,20.005,0.0016261,-0.0016261
1.1,0.22864,20.009,0.002255,-0.002255
1.12,0.33441,20.016,0.0029412,-0.0029412
1.14,0.45757,20.025,0.0036773,-0.0036773
1.16,0.59701,20.037,0.0044574,-0.0044574
1.18,0.75168,20.052,0.0052765,-0.0052765
1.2,0.92057,20.07,0.0061305,-0.0061305
1.22,1.1028,20.092,0.0070157,-0.0070157
1.24,1.2973,20.118,0.0079289,-0.0079289
1.26,1.5035,20.148,0.0088673,-0.0088673
1.28,1.7204,20.182,0.0098282,-0.0098282
1.3,1.9474,20.221,0.010809,-0.010809
1.32,2.1837,20.264,0.011808,-0.011808
1.34,2.4287,20.312,0.012824,-0.012824
1.36,2.6817,20.366,0.013853,-0.013853
1.38,2.9422,20.424,0.014894,-0.014894
1.4,3.2095,20.488,0.015947,-0.015947
1.42,3.4831,20.557,0.017008,-0.017008
1.44,3.7626,20.632,0.018078,-0.018078
1.46,4.0473,20.712,0.019153,-0.019153
1.48,4.3368,20.798,0.020234,-0.020234
1.5,4.6306,20.89,0.021319,-0.021319
1.52,4.9283,20.988,0.022406,-0.022406
1.54,5.2293,21.092,0.023495,-0.023495
1.56,5.5332,21.202,0.024584,-0.024584
1.58,5.8396,21.318,0.025672,-0.025672
1.6,6.1479,21.44,0.026758,-0.026758
1.62,6.4577,21.568,0.027842,-0.027842
1.64,6.7685,21.702,0.028923,-0.028923
1.66,7.0799,21.843,0.029998,-0.029998
1.68,7.3914,21.989,0.031069,-0.031069
1.7,7.7023,22.142,0.032133,-0.032133
1.72,8.0124,22.301,0.03319,-0.03319
1.74,8.321,22.466,0.034239,-0.034239
1.76,8.6276,22.637,0.03528,-0.03528
1.78,8.9317,22.815,0.036311,-0.036311
1.8,9.2327,22.998,0.037333,-0.037333
1.82,9.5301,23.187,0.038343,-0.038343
1.84,9.8234,23.382,0.039343,-0.039343
1.86,10.112,23.582,0.04033,-0.04033
1.88,10.395,23.788,0.041305,-0.041305
1.9,10.672,24,0.042266,-0.042266
1.92,10.943,24.217,0.043213,-0.043213
1.94,11.206,24.44,0.044146,-0.044146
1.96,11.462,24.667,0.045064,-0.045064
1.98,11.71,24.9,0.045967,-0.045967
2,11.949,25.137,0.046854,-0.046854
2.02,12.178,25.378,0.047724,-0.047724
2.04,12.397,25.625,0.048577,-0.048577
2.06,12.606,25.875,0.049413,-0.049413
2.08,12.804,26.129,0.050231,-0.050231
2.1,12.99,26.387,0.051031,-0.051031
2.12,13.163,26.649,0.051812,-0.051812
2.14,13.325,26.913,0.052574,-0.052574
2.16,13.473,27.181,0.053317,-0.053317
2.18,13.607,27.452,0.05404,-0.05404
2.2,13.728,27.725,0.054743,-0.054743
2.22,13.835,28,0.055426,-0.055426
2.24,13.927,28.277,0.056088,-0.056088
2.26,14.004,28.555,0.056729,-0.056729
2.28,14.067,28.835,0.05735,-0.05735
2.3,14.114,29.116,0.057949,-0.057949
2.32,14.147,29.398,0.058526,-0.058526
2.34,14.164,29.68,0.059082,-0.059082
2.36,14.165,29.962,0.059616,-0.059616
2.38,14.152,30.245,0.060128,-0.060128
2.4,14.124,30.526,0.060618,-0.060618
2.42,14.081,30.807,0.061086,-0.061086
2.44,14.024,31.087,0.061532,-0.061532
2.46,13.952,31.365,0.061956,-0.061956
2.48,13.867,31.642,0.062358,-0.062358
2.5,13.768,31.917,0.062738,-0.062738
2.52,13.657,32.19,0.063096,-0.063096
2.54,13.534,32.46,0.063433,-0.063433
2.56,13.4,32.728,0.063748,-0.063748
2.58,13.255,32.993,0.064041,-0.064041
2.6,13.101,33.255,0.064314,-0.064314
2.62,12.938,33.514,0.064566,-0.064566
2.64,12.767,33.77,0.064797,-0.064797
2.66,12.589,34.022,0.065009,-0.065009
2.68,12.406,34.27,0.065201,-0.065201
2.7,12.219,34.515,0.065374,-0.065374
2.72,12.028,34.756,0.065528,-0.065528
2.74,11.836,34.994,0.065665,-0.065665
2.76,11.643,35.227,0.065785,-0.065785
2.78,11.452,35.457,0.065889,-0.065889
2.8,11.263,35.683,0.065977,-0.065977
2.82,11.077,35.905,0.066051,-0.066051
2.84,10.898,36.124,0.066111,-0.066111
2.86,10.726,36.339,0.066159,-0.066159
2.88,10.563,36.551,0.066196,-0.066196
2.9,10.411,36.76,0.066223,-0.066223
2.92,10.271,36.966,0.066241,-0.066241
2.94,10.146,37.17,0.066253,-0.066253
2.96,10.037,37.371,0.066259,-0.066259
2.98,9.9464,37.571,0.066261,-0.066261
3,9.8762,37.769,0.066261,-0.066261
3.02,9.8243,37.966,0.066261,-0.066261
3.04,9.7762,38.162,0.066261,-0.066261
3.06,9.7282,38.357,0.066261,-0.066261
3.08,9.6803,38.551,0.066261,-0.066261
3.1,9.6326,38.744,0.066261,-0.066261
3.12,9.5849,38.936,0.066261,-0.066261
3.14,9.5373,39.128,0.066261,-0.066261
3.16,9.4899,39.318,0.066261,-0.066261
3.18,9.4426,39.507,0.066261,-0.066261
3.2,9.3954,39.696,0.066261,-0.066261
3.22,9.3483,39.883,0.066261,-0.066261
3.24,9.3013,40.069,0.066261,-0.066261
3.26,9.2545,40.255,0.066261,-0.066261
3.28,9.2078,40.44,0.066261,-0.066261
3.3,9.1612,40.623,0.066261,-0.066261
3.32,9.1148,40.806,0.066261,-0.066261
3.34,9.0685,40.988,0.066261,-0.066261
3.36,9.0223,41.169,0.066261,-0.066261
3.38,8.9763,41.349,0.066261,-0.066261
3.4,8.9305,41.528,0.066261,-0.066261
3.42,8.8848,41.706,0.066261,-0.066261
3.44,8.8393,41.883,0.066261,-0.066261
3.46,8.7939,42.06,0.066261,-0.066261
3.48,8.7486,42.235,0.066261,-0.066261
3.5,8.7036,42.41,0.066261,-0.066261
3.52,8.6587,42.583,0.066261,-0.066261
3.54,8.6139,42.756,0.066261,-0.066261
3.56,8.5693,42.928,0.066261,-0.066261
3.58,8.5249,43.099,0.066261,-0.066261
3.6,8.4807,43.269,0.066261,-0.066261
3.62,8.4366,43.438,0.066261,-0.066261
3.64,8.3927,43.606,0.066261,-0.066261
3.66,8.349,43.774,0.066261,-0.066261
3.68,8.3055,43.94,0.066261,-0.066261
3.7,8.2621,44.106,0.066261,-0.066261
3.72,8.2189,44.271,0.066261,-0.066261
3.74,8.1759,44.435,0.066261,-0.066261
3.76,8.1331,44.598,0.066261,-0.066261
3.78,8.0905,44.76,0.066261,-0.066261
3.8,8.048,44.921,0.066261,-0.066261
3.82,8.0057,45.082,0.066261,-0.066261
3.84,7.9637,45.242,0.066261,-0.066261
3.86,7.9218,45.4,0.066261,-0.066261
3.88,7.8801,45.558,0.066261,-0.066261
3.9,7.8386,45.716,0.066261,-0.066261
3.92,7.7972,45.872,0.066261,-0.066261
3.94,7.7561,46.027,0.066261,-0.066261
3.96,7.7152,46.182,0.066261,-0.066261
3.98,7.6744,46.336,0.066261,-0.066261
4,7.6339,46.489,0.066261,-0.066261
4.02,7.5935,46.641,0.066261,-0.066261
4.04,7.5533,46.793,0.066261,-0.066261
4.06,7.5134,46.944,0.066261,-0.066261
4.08,7.4736,47.093,0.066261,-0.066261
4.1,7.434,47.243,0.066261,-0.066261
4.12,7.3947,47.391,0.066261,-0.066261
4.14,7.3555,47.538,0.066261,-0.066261
4.16,7.3165,47.685,0.066261,-0.066261
4.18,7.2777,47.831,0.066261,-0.066261
4.2,7.2391,47.976,0.066261,-0.066261
4.22,7.2007,48.121,0.066261,-0.066261
4.24,7.1625,48.264,0.066261,-0.066261
4.26,7.1245,48.407,0.066261,-0.066261
4.28,7.0867,48.549,0.066261,-0.066261
4.3,7.0491,48.691,0.066261,-0.066261
4.32,7.0117,48.831,0.066261,-0.066261
4.34,6.9745,48.971,0.066261,-0.066261
4.36,6.9375,49.11,0.066261,-0.066261
4.38,6.9007,49.248,0.066261,-0.066261
4.4,6.8641,49.386,0.066261,-0.066261
4.42,6.8277,49.523,0.066261,-0.066261
4.44,6.7914,49.659,0.066261,-0.066261
4.46,6.7554,49.795,0.066261,-0.066261
4.48,6.7196,49.929,0.066261,-0.066261
4.5,6.684,50.063,0.066261,-0.066261
4.52,6.6486,50.197,0.066261,-0.066261
4.54,6.6133,50.329,0.066261,-0.066261
4.56,6.5783,50.461,0.066261,-0.066261
4.58,6.5434,50.593,0.066261,-0.066261
4.6,6.5088,50.723,0.066261,-0.066261
4.62,6.4744,50.853,0.066261,-0.066261
4.64,6.4401,50.982,0.066261,-0.066261
4.66,6.406,51.111,0.066261,-0.066261
4.68,6.3722,51.238,0.066261,-0.066261
4.7,6.3385,51.365,0.066261,-0.066261
4.72,6.305,51.492,0.066261,-0.066261
4.74,6.2717,51.618,0.066261,-0.066261
4.76,6.2386,51.743,0.066261,-0.066261
4.78,6.2057,51.867,0.066261,-0.066261
4.8,6.173,51.991,0.066261,-0.066261
4.82,6.1405,52.114,0.066261,-0.066261
4.84,6.1082,52.237,0.066261,-0.066261
4.86,6.076,52.358,0.066261,-0.066261
4.88,6.044,52.48,0.066261,-0.066261
4.9,6.0123,52.6,0.066261,-0.066261
4.92,5.9807,52.72,0.066261,-0.066261
4.94,5.9493,52.839,0.066261,-0.066261
4.96,5.9181,52.958,0.066261,-0.066261
4.98,5.8871,53.076,0.066261,-0.066261
5,5.8562,53.194,0.066261,-0.066261
5.02,5.8255,53.31,0.066261,-0.066261
5.04,5.7951,53.427,0.066261,-0.066261
5.06,5.7648,53.542,0.066261,-0.066261
5.08,5.7347,53.657,0.066261,-0.066261
5.1,5.7047,53.772,0.066261,-0.066261
5.12,5.675,53.885,0.066261,-0.066261
5.14,5.6454,53.999,0.066261,-0.066261
5.16,5.616,54.111,0.066261,-0.066261
5.18,5.5868,54.223,0.066261,-0.066261
5.2,5.5577,54.335,0.066261,-0.066261
5.22,5.5289,54.446,0.066261,-0.066261
5.24,5.5002,54.556,0.066261,-0.066261
5.26,5.4717,54.666,0.066261,-0.066261
5.28,5.4433,54.775,0.066261,-0.066261
5.3,5.4152,54.883,0.066261,-0.066261
5.32,5.3872,54.991,0.066261,-0.066261
5.34,5.3593,55.099,0.066261,-0.066261
5.36,5.3317,55.206,0.066261,-0.066261
5.38,5.3042,55.312,0.066261,-0.066261
5.4,5.2769,55.418,0.066261,-0.066261
5.42,5.2497,55.523,0.066261,-0.066261
5.44,5.2227,55.628,0.066261,-0.066261
5.46,5.1959,55.732,0.066261,-0.066261
5.48,5.1692,55.836,0.066261,-0.066261
5.5,5.1428,55.939,0.066261,-0.066261
5.52,5.1164,56.041,0.066261,-0.066261
5.54,5.0903,56.143,0.066261,-0.066261
5.56,5.0643,56.245,0.066261,-0.066261
5.58,4.1756,56.343,0.066261,-0.066261
5.6,4.1842,56.427,0.066261,-0.066261
5.62,4.1928,56.511,0.066261,-0.066261
5.64,4.2014,56.594,0.066261,-0.066261
5.66,4.21,56.679,0.066261,-0.066261
5.68,4.2187,56.763,0.066261,-0.066261
5.7,4.2273,56.847,0.066261,-0.066261
5.72,4.236,56.932,0.066261,-0.066261
5.74,4.2446,57.017,0.066261,-0.066261
5.76,4.2533,57.102,0.066261,-0.066261
5.78,4.262,57.187,0.066261,-0.066261
5.8,4.2707,57.272,0.066261,-0.066261
5.82,4.2794,57.358,0.066261,-0.066261
5.84,4.2881,57.443,0.066261,-0.066261
5.86,4.2968,57.529,0.066261,-0.066261
5.88,4.3056,57.615,0.066261,-0.066261
5.9,4.3143,57.701,0.066261,-0.066261
5.92,4.323,57.788,0.066261,-0.066261
5.94,4.3318,57.874,0.066261,-0.066261
5.96,4.3406,57.961,0.066261,-0.066261
5.98,4.3493,58.048,0.066261,-0.066261
6,4.3581,58.135,0.066261,-0.066261
6.02,4.3669,58.222,0.066261,-0.066261
6.04,4.3757,58.31,0.066261,-0.066261
6.06,4.3845,58.397,0.066261,-0.066261
6.08,4.3933,58.485,0.066261,-0.066261
6.1,4.4021,58.573,0.066261,-0.066261
6.12,4.411,58.661,0.066261,-0.066261
6.14,4.4198,58.75,0.066261,-0.066261
6.16,4.4286,58.838,0.066261,-0.066261
6.18,4.4375,58.927,0.066261,-0.066261
6.2,4.4464,59.016,0.066261,-0.066261
6.22,4.4552,59.105,0.066261,-0.066261
6.24,4.4641,59.194,0.066261,-0.066261
6.26,4.473,59.283,0.066261,-0.066261
6.28,4.4818,59.373,0.066261,-0.066261
6.3,4.4907,59.462,0.066261,-0.066261
6.32,4.4996,59.552,0.066261,-0.066261
6.34,4.5085,59.642,0.066261,-0.066261
6.36,4.5174,59.733,0.066261,-0.066261
6.38,4.5263,59.823,0.066261,-0.066261
6.4,4.5353,59.914,0.066261,-0.066261
6.42,4.5442,60.004,0.066261,-0.066261
6.44,4.5531,60.095,0.066261,-0.066261
6.46,4.562,60.187,0.066261,-0.066261
6.48,4.571,60.278,0.066261,-0.066261
6.5,4.5799,60.369,0.066261,-0.066261
6.52,4.5889,60.461,0.066261,-0.066261
6.54,4.5978,60.553,0.066261,-0.066261
6.56,4.6068,60.645,0.066261,-0.066261
6.58,4.6157,60.737,0.066261,-0.066261
6.6,4.6247,60.83,0.066261,-0.066261
6.62,4.6337,60.922,0.066261,-0.066261
6.64,4.6426,61.015,0.066261,-0.066261
6.66,4.6516,61.108,0.066261,-0.066261
6.68,4.6606,61.201,0.066261,-0.066261
6.7,4.6696,61.294,0.066261,-0.066261
6.72,4.6786,61.388,0.066261,-0.066261
6.74,4.6876,61.482,0.066261,-0.066261
6.76,4.6965,61.575,0.066261,-0.066261
6.78,4.7055,61.669,0.066261,-0.066261
6.8,4.7145,61.764,0.066261,-0.066261
6.82,4.7235,61.858,0.066261,-0.066261
6.84,4.7325,61.953,0.066261,-0.066261
6.86,4.7415,62.047,0.066261,-0.066261
6.88,4.7505,62.142,0.066261,-0.066261
6.9,4.7595,62.237,0.066261,-0.066261
6.92,4.7685,62.333,0.066261,-0.066261
6.94,4.7775,62.428,0.066261,-0.066261
6.96,4.7866,62.524,0.066261,-0.066261
6.98,4.7956,62.619,0.066261,-0.066261
7,4.8046,62.715,0.066261,-0.066261
7.02,4.8136,62.812,0.066261,-0.066261
7.04,4.8226,62.908,0.066261,-0.066261
7.06,4.8316,63.005,0.066261,-0.066261
7.08,4.8406,63.101,0.066261,-0.066261
7.1,4.8496,63.198,0.066261,-0.066261
7.12,4.8586,63.295,0.066261,-0.066261
7.14,4.8676,63.393,0.066261,-0.066261
7.16,4.8766,63.49,0.066261,-0.066261
7.18,4.8856,63.588,0.066261,-0.066261
7.2,4.8946,63.685,0.066261,-0.066261
7.22,4.9036,63.783,0.066261,-0.066261
7.24,4.9126,63.882,0.066261,-0.066261
7.26,4.9216,63.98,0.066261,-0.066261
7.28,4.9306,64.078,0.066261,-0.066261
7.3,4.9396,64.177,0.066261,-0.066261
7.32,4.9486,64.276,0.066261,-0.066261
7.34,4.9576,64.375,0.066261,-0.066261
7.36,4.9666,64.474,0.066261,-0.066261
7.38,4.9755,64.574,0.066261,-0.066261
7.4,4.9845,64.673,0.066261,-0.066261
7.42,4.9935,64.773,0.066261,-0.066261
7.44,5.0024,64.873,0.066261,-0.066261
7.46,5.0114,64.973,0.066261,-0.066261
7.48,5.0204,65.074,0.066261,-0.066261
7.5,5.0293,65.174,0.066261,-0.066261
7.52,5.0383,65.275,0.066261,-0.066261
7.54,5.0472,65.376,0.066261,-0.066261
7.56,5.0561,65.477,0.066261,-0.066261
7.58,5.0651,65.578,0.066261,-0.066261
7.6,5.074,65.679,0.066261,-0.066261
7.62,5.0829,65.781,0.066261,-0.066261
7.64,5.0918,65.882,0.066261,-0.066261
7.66,5.1007,65.984,0.066261,-0.066261
7.68,5.1096,66.087,0.066261,-0.066261
7.7,5.1185,66.189,0.066261,-0.066261
7.72,5.1274,66.291,0.066261,-0.066261
7.74,5.1363,66.394,0.066261,-0.066261
7.76,5.1452,66.497,0.066261,-0.066261
7.78,5.154,66.6,0.066261,-0.066261
7.8,5.1629,66.703,0.066261,-0.066261
7.82,5.1717,66.806,0.066261,-0.066261
7.84,5.1806,66.91,0.066261,-0.066261
7.86,5.1894,67.013,0.066261,-0.066261
7.88,5.1982,67.117,0.066261,-0.066261
7.9,5.207,67.221,0.066261,-0.066261
7.92,5.2158,67.326,0.066261,-0.066261
7.94,5.2246,67.43,0.066261,-0.066261
7.96,5.2334,67.535,0.066261,-0.066261
7.98,5.2421,67.639,0.066261,-0.066261
8,5.2509,67.744,0.066261,-0.066261
8.02,5.2596,67.849,0.066261,-0.066261
8.04,5.2657,67.955,0.066261,-0.066261
8.06,5.2588,68.06,0.066259,-0.066259
8.08,5.2367,68.165,0.066253,-0.066253
8.1,5.1998,68.269,0.066241,-0.066241
8.12,5.1487,68.372,0.066223,-0.066223
8.14,5.0836,68.474,0.066196,-0.066196
8.16,5.0052,68.574,0.066159,-0.066159
8.18,4.9138,68.673,0.066111,-0.066111
8.2,4.8101,68.769,0.066051,-0.066051
8.22,4.6944,68.864,0.065977,-0.065977
8.24,4.5672,68.955,0.065889,-0.065889
8.26,4.4292,69.045,0.065785,-0.065785
8.28,4.2808,69.131,0.065665,-0.065665
8.3,4.1226,69.214,0.065528,-0.065528
8.32,3.9551,69.294,0.065374,-0.065374
8.34,3.7789,69.37,0.065201,-0.065201
8.36,3.5946,69.443,0.065009,-0.065009
8.38,3.4027,69.512,0.064797,-0.064797
8.4,3.2039,69.577,0.064566,-0.064566
8.42,2.9986,69.638,0.064314,-0.064314
8.44,2.7877,69.695,0.064041,-0.064041
8.46,2.5716,69.748,0.063748,-0.063748
8.48,2.3509,69.796,0.063433,-0.063433
8.5,2.1264,69.84,0.063096,-0.063096
8.52,1.8986,69.879,0.062738,-0.062738
8.54,1.6682,69.914,0.062358,-0.062358
8.56,1.4357,69.944,0.061956,-0.061956
8.58,1.202,69.969,0.061532,-0.061532
8.6,0.96746,69.99,0.061086,-0.061086
8.62,0.73287,70.006,0.060618,-0.060618
8.64,0.49883,70.018,0.060128,-0.060128
8.66,0.26596,70.025,0.059616,-0.059616
8.68,0.034869,70.027,0.059082,-0.059082
8.7,-0.19382,70.025,0.058526,-0.058526
8.72,-0.4195,70.018,0.057949,-0.057949
8.74,-0.6416,70.007,0.05735,-0.05735
8.76,-0.85952,69.991,0.056729,-0.056729
8.78,-1.0727,69.972,0.056088,-0.056088
8.8,-1.2806,69.948,0.055426,-0.055426
8.82,-1.4827,69.92,0.054743,-0.054743
8.84,-1.6785,69.888,0.05404,-0.05404
8.86,-1.8674,69.852,0.053317,-0.053317
8.88,-2.049,69.813,0.052574,-0.052574
8.9,-2.223,69.77,0.051812,-0.051812
8.92,-2.3887,69.724,0.051031,-0.051031
8.94,-2.5459,69.674,0.050231,-0.050231
8.96,-2.6941,69.622,0.049413,-0.049413
8.98,-2.8331,69.567,0.048577,-0.048577
